"transactTime","symbol","execType","side","lastQty","lastPx","execCost","commission","execComm","ordType","orderQty","leavesQty","price","text","orderID"
"2018/9/19 上午2:16:01","XBTU18","Trade","Buy","1","6360","-15723","0.000675","10","Limit","1","0","6360","Spam
Submitted via API.","0989b9af-5f78-c8a7-53bd-28b4fffc0dc3"
"2018/9/19 上午2:12:36","XBTU18","Trade","Sell","1","6373","15691","0.000675","10","Limit","1","0","6373","Spam
Submitted via API.","d395e05c-6cbd-4425-e6e2-48bde6ff8d37"
"2018/9/19 上午2:06:53","XBTU18","Trade","Sell","1","6361","15721","0.000675","10","Limit","1","0","6361","Spam
Submitted via API.","91460a30-fbd6-5cd7-d1e3-d52f5b92d9e7"
"2018/9/19 上午1:53:08","XBTU18","Trade","Buy","1","6348","-15753","0.000675","10","Limit","1","0","6348","Spam
Submitted via API.","00f88bde-f791-2ada-4d6b-c39827be0cd3"
"2018/9/19 上午1:11:50","XBTU18","Trade","Buy","1","6361","-15721","0.000675","10","Limit","1","0","6361","Spam
Submitted via API.","32da48b7-1a14-cee7-0ea0-e15ae5dd0c59"
"2018/9/19 上午1:11:28","XBTU18","Trade","Buy","1","6374","-15689","0.000675","10","Limit","1","0","6374","Spam
Submitted via API.","27935df8-3ca8-fa54-2a23-a40655a73429"
"2018/9/18 下午11:16:35","XBTU18","Trade","Buy","1","6387","-15657","0.000675","10","Limit","1","0","6387","Spam
Submitted via API.","2b2cfb43-1ab9-839d-4100-1471270d0efa"
"2018/9/18 下午11:12:50","XBTU18","Trade","Buy","1","6399","-15627","0.000675","10","Limit","1","0","6399","Spam
Submitted via API.","214b5516-d1b9-887c-f24b-61a0a91a089e"
"2018/9/18 下午11:03:50","XBTU18","Trade","Sell","1","6412","15596","0.000675","10","Limit","1","0","6412","Spam
Submitted via API.","c10c9dc8-d7ce-8aec-b070-c415cf8fd3b2"
"2018/9/18 下午10:34:12","XBTU18","Trade","Sell","1","6400","15625","0.000675","10","Limit","1","0","6400","Spam
Submitted via API.","61cd3d7b-18df-1e10-e87f-d3c1c6a5a238"
"2018/9/18 下午10:12:57","XBTU18","Trade","Buy","1","6387","-15657","0.000675","10","Limit","1","0","6387","Spam
Submitted via API.","86634375-35bf-5ee9-e559-b3d914ea0f7e"
"2018/9/18 下午9:51:52","XBTU18","Trade","Buy","6","6392","-93870","0.000675","63","Market","6","0","6392","Position Close from testnet.bitmex.com","13283994-a7ec-8b0d-31a9-a0114f864442"
"2018/9/18 下午9:51:31","XBTU18","Trade","Buy","1","6387","-15657","0.000675","10","Limit","6","5","6387","Spam
Position Close from testnet.bitmex.com","27c1befd-ac47-60fb-cda2-82a9bf011f34"
"2018/9/18 下午9:51:31","XBTU18","Trade","Sell","1","6387","15657","0.000675","10","Limit","1","0","6387","Spam
Submitted via API.","2a96a44c-fc75-0dc3-feef-907bc793171c"
"2018/9/18 下午9:49:55","XBTU18","Trade","Buy","1","6391","-15647","0.000675","10","Limit","1","0","6391","Spam
Submitted via API.","f072065e-49cf-665e-61dc-e04c3e9d20bd"
"2018/9/18 下午9:46:11","XBTU18","Trade","Sell","1","6398","15630","0.000675","10","Limit","1","0","6398","Spam
Submitted via API.","3e2c7ab8-6cf2-1485-e655-443d75fef6ab"
"2018/9/18 下午9:44:31","XBTU18","Trade","Buy","1","6391","-15647","0.000675","10","Limit","1","0","6391","Spam
Submitted via API.","294882fd-04f4-938c-116d-4ce755fe78ed"
"2018/9/18 下午9:44:14","XBTU18","Trade","Sell","1","6398","15630","0.000675","10","Limit","1","0","6398","Spam
Submitted via API.","1f6b04ff-67f6-4be7-9b47-9d9d1d06de77"
"2018/9/18 下午9:42:16","XBTU18","Trade","Sell","1","6398","15630","0.000675","10","Limit","1","0","6398","Spam
Submitted via API.","c943757e-ba37-d219-be58-78feaebec8ed"
"2018/9/18 下午9:40:50","XBTU18","Trade","Sell","1","6392","15645","0.000675","10","Limit","1","0","6392","Spam
Submitted via API.","044a2abb-a162-05ce-a4ec-a1b956e64027"
"2018/9/18 下午9:31:36","XBTU18","Trade","Buy","1","6385","-15662","0.000675","10","Limit","1","0","6385","Spam
Submitted via API.","0923381a-aa97-447f-bfea-ae8157bf2858"
"2018/9/18 下午9:27:59","XBTU18","Trade","Buy","1","6391","-15647","0.000675","10","Limit","1","0","6391","Spam
Submitted via API.","89693aec-9683-f4aa-dc3f-55e3e4404c6e"
"2018/9/18 下午9:25:51","XBTU18","Trade","Sell","1","6398","15630","0.000675","10","Limit","1","0","6398","Spam
Submitted via API.","3184fa71-7bc2-6ce3-be8c-9747ca2439cd"
"2018/9/18 下午9:23:50","XBTU18","Trade","Sell","1","6392","15645","0.000675","10","Limit","1","0","6392","Spam
Submitted via API.","e577223c-ec48-27d9-ae72-ea22677e796c"
"2018/9/18 下午9:23:39","XBTU18","Trade","Sell","1","6391","15647","0.000675","10","Limit","1","0","6385","Spam
Submitted via API.","9038b869-2841-06f2-095c-18e0b54a5ef2"
"2018/9/18 下午9:23:25","XBTU18","Trade","Sell","1","6391","15647","0.000675","10","Limit","1","0","6379","Spam
Submitted via API.","a7cc51ba-4edb-ca6d-9514-f410cc680372"
"2018/9/18 下午9:23:23","XBTU18","Trade","Sell","1","6391","15647","0.000675","10","Limit","1","0","6373","Spam
Submitted via API.","850c8814-947a-7ff1-b0c9-ab88aa485dc6"
"2018/9/18 下午9:23:21","XBTU18","Trade","Sell","1","6391","15647","0.000675","10","Limit","1","0","6366","Spam
Submitted via API.","f34ad18f-4d13-53b0-a62a-2b532dbd1ab0"
"2018/9/18 下午9:21:45","XBTU18","Trade","Buy","21","6410","-327621","0.000675","221","Limit","21","0","6412.5","Position Close from testnet.bitmex.com","09decccd-6d16-084f-0c0d-5f5ee9618c51"
"2018/9/18 下午9:21:15","XBTU18","Trade","Sell","1","6408.5","15604","0.000675","10","Limit","1","0","6265","Spam
Submitted via API.","c81fdc84-48d5-635c-3a5f-8ddfb4d8f234"
"2018/9/18 下午9:21:13","XBTU18","Trade","Sell","1","6408.5","15604","0.000675","10","Limit","1","0","6258","Spam
Submitted via API.","f328b173-187a-d278-bfc2-65ef38379444"
"2018/9/18 下午9:21:11","XBTU18","Trade","Sell","1","6408.5","15604","0.000675","10","Limit","1","0","6252","Spam
Submitted via API.","50262952-3a11-0b46-a648-dc189b1cbf19"
"2018/9/18 下午9:20:53","XBTU18","Trade","Sell","1","6408.5","15604","0.000675","10","Limit","1","0","6284","Spam
Submitted via API.","49239277-e205-f53a-51ac-f041ed00b22c"
"2018/9/18 下午9:20:51","XBTU18","Trade","Sell","1","6408.5","15604","0.000675","10","Limit","1","0","6277","Spam
Submitted via API.","c76ff383-5578-40ed-43f7-ae99fcb7336e"
"2018/9/18 下午9:20:49","XBTU18","Trade","Sell","1","6403.5","15616","0.000675","10","Limit","1","0","6271","Spam
Submitted via API.","31dafe6f-acb8-f4f1-adf9-40bcc886bcbe"
"2018/9/18 下午9:20:31","XBTU18","Trade","Sell","1","6403.5","15616","0.000675","10","Limit","1","0","6303","Spam
Submitted via API.","fa5cdcea-d67f-1d51-6990-6119ecf98b26"
"2018/9/18 下午9:20:29","XBTU18","Trade","Sell","1","6403.5","15616","0.000675","10","Limit","1","0","6296","Spam
Submitted via API.","16246232-2a64-7114-09d3-c50e528455ea"
"2018/9/18 下午9:20:27","XBTU18","Trade","Sell","1","6403.5","15616","0.000675","10","Limit","1","0","6290","Spam
Submitted via API.","df04afc8-7289-3517-f620-f2c5a0b6595d"
"2018/9/18 下午9:20:09","XBTU18","Trade","Sell","1","6403.5","15616","0.000675","10","Limit","1","0","6322","Spam
Submitted via API.","634a121c-1d64-0817-7e4b-1e02df264ccb"
"2018/9/18 下午9:20:07","XBTU18","Trade","Sell","1","6403.5","15616","0.000675","10","Limit","1","0","6315","Spam
Submitted via API.","758145c4-2fa4-5c68-3e4c-73fc78f40976"
"2018/9/18 下午9:20:05","XBTU18","Trade","Sell","1","6403.5","15616","0.000675","10","Limit","1","0","6309","Spam
Submitted via API.","19c1c2dc-8a3d-e5e8-292c-74d2b713f414"
"2018/9/18 下午9:19:47","XBTU18","Trade","Sell","1","6408","15605","0.000675","10","Limit","1","0","6341","Spam
Submitted via API.","5001f7c9-676e-27e1-8caa-ecba12b2cee9"
"2018/9/18 下午9:19:45","XBTU18","Trade","Sell","1","6408","15605","0.000675","10","Limit","1","0","6335","Spam
Submitted via API.","1f603199-8895-8abc-e604-044bf294ff6e"
"2018/9/18 下午9:19:43","XBTU18","Trade","Sell","1","6408","15605","0.000675","10","Limit","1","0","6328","Spam
Submitted via API.","460fa71d-3f1a-4955-e271-ab1bd5693fb9"
"2018/9/18 下午9:19:25","XBTU18","Trade","Sell","1","6408","15605","0.000675","10","Limit","1","0","6360","Spam
Submitted via API.","94a1036b-5225-99e0-0142-1e6b90f0004e"
"2018/9/18 下午9:19:23","XBTU18","Trade","Sell","1","6408","15605","0.000675","10","Limit","1","0","6354","Spam
Submitted via API.","c615cb21-4d32-206d-0bcc-30d540d33eae"
"2018/9/18 下午9:19:21","XBTU18","Trade","Sell","1","6408","15605","0.000675","10","Limit","1","0","6347","Spam
Submitted via API.","a36b09df-a646-7d02-7095-16d367666df5"
"2018/9/18 下午9:19:07","XBTU18","Trade","Sell","1","6408","15605","0.000675","10","Limit","1","0","6379","Spam
Submitted via API.","9202da02-88cd-22f6-346b-8d15b3f0adb1"
"2018/9/18 下午9:19:05","XBTU18","Trade","Sell","1","6408","15605","0.000675","10","Limit","1","0","6373","Spam
Submitted via API.","c8fa059a-b545-e020-718b-c2d2758c1da4"
"2018/9/18 下午9:19:03","XBTU18","Trade","Sell","1","6408","15605","0.000675","10","Limit","1","0","6366","Spam
Submitted via API.","f8cab89b-384a-9aec-3fb9-01031232e150"
"2018/9/18 下午9:18:08","XBTU18","Trade","Buy","52","6401.5","-812292","-0.00022500000000000002","-182","Limit","52","0","6401.5","Position Close from testnet.bitmex.com","97a51b8c-3022-3935-7bfc-6a33d39180d4"
"2018/9/18 下午9:17:20","XBTU18","Trade","Sell","1","6405","15613","0.000675","10","Limit","1","0","6405","Spam
Submitted via API.","a1cbde38-f0ba-feae-ed42-42c668ebc8d3"
"2018/9/18 下午9:17:18","XBTU18","Trade","Sell","1","6399","15627","0.000675","10","Limit","1","0","6399","Spam
Submitted via API.","eabb9999-76c2-d87f-7c3c-3d4629042367"
"2018/9/18 下午9:15:08","XBTU18","Trade","Sell","1","6393","15642","0.000675","10","Limit","1","0","6393","Spam
Submitted via API.","e8683c5c-2574-5b99-6086-5a4ae65d6c75"
"2018/9/18 下午9:14:12","XBTU18","Trade","Sell","1","6386.5","15658","0.000675","10","Limit","1","0","6386","Spam
Submitted via API.","584d1c90-db53-a1ec-ae2b-53ef6851865e"
"2018/9/18 下午9:14:10","XBTU18","Trade","Sell","1","6386.5","15658","0.000675","10","Limit","1","0","6380","Spam
Submitted via API.","97810782-d206-7469-38b1-edc95fb3b15d"
"2018/9/18 下午9:13:56","XBTU18","Trade","Sell","1","6393","15642","0.000675","10","Limit","1","0","6393","Spam
Submitted via API.","61ea0881-4bd2-b799-cf79-d84472e44e13"
"2018/9/18 下午9:13:52","XBTU18","Trade","Sell","1","6386.5","15658","0.000675","10","Limit","1","0","6386","Spam
Submitted via API.","95fb71b4-5367-68d6-0941-71d631e54bfd"
"2018/9/18 下午9:13:50","XBTU18","Trade","Sell","1","6386.5","15658","0.000675","10","Limit","1","0","6380","Spam
Submitted via API.","36d8ceae-907a-dcc0-62e8-d73c498cfa50"
"2018/9/18 下午9:13:34","XBTU18","Trade","Sell","1","6393","15642","0.000675","10","Limit","1","0","6393","Spam
Submitted via API.","1f571ffa-3ff1-b973-9db5-f91352f16982"
"2018/9/18 下午9:13:32","XBTU18","Trade","Sell","1","6393","15642","0.000675","10","Limit","1","0","6386","Spam
Submitted via API.","a77d307d-8624-e5c8-6330-8b7cf83a56b6"
"2018/9/18 下午9:13:30","XBTU18","Trade","Sell","1","6393","15642","0.000675","10","Limit","1","0","6380","Spam
Submitted via API.","74c4615f-e33f-71db-e53e-26c71c575f8a"
"2018/9/18 下午9:13:14","XBTU18","Trade","Sell","1","6393","15642","0.000675","10","Limit","1","0","6393","Spam
Submitted via API.","0a7740f8-5af0-2e58-d1d8-e8965329e696"
"2018/9/18 下午9:13:12","XBTU18","Trade","Sell","1","6393","15642","0.000675","10","Limit","1","0","6386","Spam
Submitted via API.","36d91f6b-78bf-ff9b-28e1-04a81681a381"
"2018/9/18 下午9:13:10","XBTU18","Trade","Sell","1","6393","15642","0.000675","10","Limit","1","0","6380","Spam
Submitted via API.","96a24e0f-20df-0860-a7a6-eaeb78fb2599"
"2018/9/18 下午9:12:54","XBTU18","Trade","Sell","1","6393","15642","0.000675","10","Limit","1","0","6393","Spam
Submitted via API.","dc5f3767-6f22-15c9-0437-d683b55234e4"
"2018/9/18 下午9:12:52","XBTU18","Trade","Sell","1","6393","15642","0.000675","10","Limit","1","0","6386","Spam
Submitted via API.","b5244ada-5924-955d-e5bb-40ad8b5f0a44"
"2018/9/18 下午9:12:50","XBTU18","Trade","Sell","1","6393","15642","0.000675","10","Limit","1","0","6380","Spam
Submitted via API.","3d2e2fa3-9265-eaca-53b6-0736d5c7568b"
"2018/9/18 下午9:12:34","XBTU18","Trade","Sell","1","6395.5","15636","0.000675","10","Limit","1","0","6393","Spam
Submitted via API.","0472663a-f5f4-35ae-e0a9-ae644799a38d"
"2018/9/18 下午9:12:32","XBTU18","Trade","Sell","1","6395.5","15636","0.000675","10","Limit","1","0","6386","Spam
Submitted via API.","2d6ab074-9caa-4246-e915-e532acbd8fd7"
"2018/9/18 下午9:12:30","XBTU18","Trade","Sell","1","6395.5","15636","0.000675","10","Limit","1","0","6380","Spam
Submitted via API.","ac3a7a26-619f-a0c4-6d64-54bbd65b5e84"
"2018/9/18 下午9:12:14","XBTU18","Trade","Sell","1","6395.5","15636","0.000675","10","Limit","1","0","6393","Spam
Submitted via API.","872cd3c1-d90e-ebae-0b06-b95b84e98d11"
"2018/9/18 下午9:12:12","XBTU18","Trade","Sell","1","6395.5","15636","0.000675","10","Limit","1","0","6386","Spam
Submitted via API.","c4634fce-3709-4f9a-9706-c82eb85b1407"
"2018/9/18 下午9:12:10","XBTU18","Trade","Sell","1","6395.5","15636","0.000675","10","Limit","1","0","6380","Spam
Submitted via API.","5d769824-1794-06f8-b2b1-1a2f4c5c937d"
"2018/9/18 下午9:11:54","XBTU18","Trade","Sell","1","6395.5","15636","0.000675","10","Limit","1","0","6393","Spam
Submitted via API.","5a2a92a3-6318-a36d-92bc-200452e0f9ee"
"2018/9/18 下午9:11:52","XBTU18","Trade","Sell","1","6395.5","15636","0.000675","10","Limit","1","0","6386","Spam
Submitted via API.","6df0ccca-490f-4526-d9fe-b3f402fe0123"
"2018/9/18 下午9:11:50","XBTU18","Trade","Sell","1","6395.5","15636","0.000675","10","Limit","1","0","6380","Spam
Submitted via API.","e192046c-3897-6504-d7b9-5cdab8063652"
"2018/9/18 下午9:11:34","XBTU18","Trade","Sell","1","6394","15640","0.000675","10","Limit","1","0","6393","Spam
Submitted via API.","20cfb5db-908a-c754-e3e5-8f31fe0e7af3"
"2018/9/18 下午9:11:32","XBTU18","Trade","Sell","1","6394","15640","0.000675","10","Limit","1","0","6386","Spam
Submitted via API.","b525ebee-cf7a-8a9e-0b05-602d2bb7cff5"
"2018/9/18 下午9:11:30","XBTU18","Trade","Sell","1","6394","15640","0.000675","10","Limit","1","0","6380","Spam
Submitted via API.","777ad077-2310-33a8-93be-81f05ec4ca93"
"2018/9/18 下午9:11:14","XBTU18","Trade","Sell","1","6394","15640","0.000675","10","Limit","1","0","6393","Spam
Submitted via API.","0730273b-1a1b-fc3b-51a1-ba7bc1962081"
"2018/9/18 下午9:11:12","XBTU18","Trade","Sell","1","6394","15640","0.000675","10","Limit","1","0","6386","Spam
Submitted via API.","78b12014-ae52-08d1-1e9b-a24715c45cf7"
"2018/9/18 下午9:11:10","XBTU18","Trade","Sell","1","6394","15640","0.000675","10","Limit","1","0","6380","Spam
Submitted via API.","f798d4e0-3c77-d1ea-c3d4-8c5eafefe20b"
"2018/9/18 下午9:10:50","XBTU18","Trade","Sell","1","6393","15642","0.000675","10","Limit","1","0","6393","Spam
Submitted via API.","499857df-03b1-daad-c34c-666c8e7fe837"
"2018/9/18 下午9:10:50","XBTU18","Trade","Sell","1","6386","15659","0.000675","10","Limit","1","0","6386","Spam
Submitted via API.","5f8d285e-086c-fc53-5419-7967ecff01b0"
